Title,Rating,Description,Genre,Directors,Stars,Release Year
Trigun Stampede,7.4,Follow gunman Vash the Stampede as he struggles to maintain his pacifist ways while avoiding the immense bounty on his head.,"Animation, Action, Adventure",[],[],2023
From Black,5.0,"A recovering drug addict, desperate for closure and saddled by crushing guilt after the disappearance of her young son, is presented with a bizarre offer to learn the truth about what ...                See full summary »",Horror,[],[],2023
Saachi,9.9,"Saachi is in high school when her father gets diagnosed with a brain tumor. Recieving no help from the family or the community, she decides to take over her family-owned barbershop business. Can she manage it all? Will her father survive?",Drama,[],[],2023
 FUBAR,6.8,"With his retirement from the CIA eminent, Luke prepares for his next adventure, but revelations at home and an urgent matter at work upend his plans","Action, Adventure, Thriller",[],[],2023
 Love Death,7.7,"A sense of normalcy returns after Candy is forced to take stock of her own marriage, but Pat soon makes a discovery that leads him to seek answers from Sherry.","Biography, Crime, Drama",[],[],2023
The Full Monty,7.0,"The original band of brothers as they navigate Sheffield and its crumbling healthcare, education and employment sectors, exploring the brighter, sillier and more humane way forward where communal effort can still triumph over adversity.","Comedy, Drama",[],[],2023
The Legend of Zelda Tears of the Kingdom,9.6,"When Link and princess Zelda investigate Zonai ruins in a cave beneath the castle, they witness a mummified Ganondorf's awakening, whose powers then corrupt Link's arm, after which Hyrule Castle is being sent floating upwards into the sky.","Action, Adventure, Fantasy",[],[],2023
Run Baby Run,6.3,A carefree Sathya faces a race against time after becoming involved in a complex murder investigation.,"Action, Thriller",[],[],2023
 Silo,8.6,"Wracked with guilt, Billings sets off on a personal mission, only to discover a mind-blowing clue from Juliette.","Drama, Mystery, Sci-Fi",[],[],2023
Ivalu,6.3,Ivalu is gone. Her little sister is desperate to find her. Her father does not care. The vast Greenlandic nature holds secrets. The search for Ivalu is on.,"Short, Drama",[],[],2023
Richiegadipelli,9.9,"On the night before the wedding, everyone is gathered to celebrate in the privacy of a luxury patio. At the dinner table, LP suggests they play a unique game of truth or dare. With their ...                See full summary »",Drama,[],[],2023
At Midnight,5.6,"At Midnight is a romantic comedy about two people who have made the ""safe"" choice not to fall in love.","Comedy, Romance",[],[],2023
SmartLess On the Road,8.4,"Follows the North American tour Jason Bateman, Sean Hayes and Will Arnett did for their Podcast project ""SmartLess"".","Documentary, Comedy",[],[],2023
Baalveer 3,6.2,"Baalveer is the son of Adishi and is a boy from Udaka-Lok, a sister planet of Shashvan-Lok, the capital of righteousness. Baalveer is given some powers by Uttan, the ruler of Shashvan-Lok. ...                See full summary »",Fantasy,[],[],2023
Ayali,8.6,"Young Tamizhselvi dreams of becoming a doctor. But her village, Veerappannai, has fearsome age-old customs and traditions which inadvertently suppress women of the village. Will she be able to overcome them?",Drama,[],[],2023
Rabia and Olivia,7.2,"After migrating illegally to Canada, Rabia crosses paths with a young girl Olivia, and forms an unlikely bond. But what happens when Rabia goes missing one day?","Drama, Family",[],[],2023
Ten Pound Poms,6.8,"A group of Brits leave post-war Britain in 1956 to embark on an adventure. The Roberts family tries to make the best of their situation, but life at the shelter tests them, but they're not the only ones avoiding the truth.",Drama,[],[],2023
You Do You,4.8,"Merve chose the bohemian life, but it didn't choose her back. Faced with eviction, she starts a new job and stumbles into a spicy setup with her boss.","Comedy, Romance",[],[],2023
 The Marvelous Mrs Maisel,8.0,Midge worries about her future while Susie has a light-bulb moment.,"Comedy, Drama",[],[],2017
Organic Mama Hybrid Alludu,7.4,Add a Plot,Action,[],[],2023
 The Grand Tour,8.4,"Every country Jeremy, Richard and James want to visit is either a trouble hotspot, or has banned them from entering. Instead, they head to Central Europe, on a road trip nobody has ever thought of, in cars nobody would ever dream of using.","Comedy, Sport, Talk-Show",[],[],2016
United Kacche,7.0,"Tango's biggest dream in life is to shift abroad from his pind in Punjab. He finally manages, but as a kachcha, an illegal immigrant. Is life in the UK as rosy as Tango thought it would be?",Drama,[],[],2023
Unlock Zindagi,8.7,"During the pandemic, for the first time, we had our backs against the wall, compelled to question our ways of life which resulted into an Un-Lockdown of ideas, thoughts and values.",Drama,[],[],2023
Medellin,4.8,"To save his brother from the hands of narcos in Medellin, Reda gathers a team to raid the kidnappers in Colombia.",Comedy,[],[],2023
One Day as a Lion,5.2,"Jackie Powers will stop at nothing to prevent his son from following him into a life of crime. With his mob employer in pursuit, a chance encounter at a roadside diner charts a new path.","Action, Comedy, Thriller",[],[],2023
 Kaleidoscope,7.3,"In the past, family man Leo tries to leave his life of crime behind, but a tempting job and a persuasive partner make old habits hard to break.","Action, Crime, Drama",[],[],2023
Maurh,9.3,"Set against the backdrop of the untamed sandy badlands of Punjab between 1885 and 1893, Maurh unveils a tale of resilience, honor, and defiance against the oppressive dual rule of British ...                See full summary »","Action, Drama, History",[],[],2023
A Girl and an Astronaut,4.8,An astronaut's return after a 30-year disappearance rekindles a lost love and sparks interest from a corporation determined to learn why he hasn't aged.,"Drama, Romance, Sci-Fi",[],[],2023
Death s Roulette,5.4,Seven people are kidnapped and suddenly find themselves part of a deadly game.,"Drama, Mystery, Thriller",[],[],2023
 Love Death,8.3,"Following a grisly struggle, Candy attempts to go about her day as normal, while Allan grows concerned when his repeated calls to Betty go unanswered.","Biography, Crime, Drama",[],[],2023
 Star Wars Visions,6.3,"A fearless young prisoner, forced to dig for kyber by the Empire, plans a risky escape for he and his people.","Animation, Action, Adventure",[],[],2021
Unstoppable,8.6,"Childhood buddies Kohinoor Kalyan and Jilani Ramdas are easy-going guys. One day, the two friends lose money on cricket betting. In the process of regaining the lost money, they unintentionally obtain traps in the villains.",Comedy,[],[],2023
1985,8.0,"In 1980, a young woman, her brother and his best friend set off on the adventure of adult life. Brimming with good intentions, they embark on a promising future. Vicky as a law student at ...                See full summary »","Crime, Drama",[],[],2023
Buddy Daddies,8.0,"Assassins Kazuki Kurusu and Rei Suwa meet Miri, a girl looking for her father on Christmas Day. Kazuki, Rei, and Miri unexpectedly end up living together.","Animation, Action, Comedy",[],[],2023
Abhilasha,8.6,SRIRAM WHO IS A BTECH GRADUATE GROWN UP UNDER HIS UNCLE AND AUNTY WORKS AS A MECHANIC WILL GOES TO VIZAG FOR AN INTERVIEW. ACCIDENTALLY HE MEETS VYDEHI WHO IS AN IAS ASPIRANT AND LOVES HER FOR HER OPEN AND FRANKNESS HE SUDDENLY KNOWS,Action,[],[],2023
 The Flash,4.7,"Iris and Nia fall into a fever dream and explore different possibilities for their lives; Barry, Chester, Allegra and Cecile desperately try to help them; Khione feels that Mark is trying to make her something she is not.","Action, Adventure, Drama",[],[],2014
 Clarkson s Farm,9.5,Secret preparations accelerate for the opening of Jeremy's restaurant.,"Documentary, Comedy, Reality-TV",[],[],2021
Deiva Machan,5.7,The film is about the brother striving to get her sister settled.,"Comedy, Drama, Fantasy",[],[],2023
Assassin Club,4.6,An assassin is given a contract to kill seven people around the world only to discover the targets are also assassins who have been hired to kill him.,"Action, Thriller",[],[],2023
 Quantum Leap,5.4,"Ben finds himself in the body of a high school basketball coach, whose daughter is trans, on his team, and faces prejudice from the community.","Drama, Mystery, Sci-Fi",[],[],2022
Dead Space,9.0,"Set in the 26th century, the story follows engineer Isaac Clarke on a mission to repair the USG Ishimura, a mining spaceship that has been overrun by undead creatures called Necromorphs.","Action, Horror, Mystery",[],[],2023
Romina VTM,2.7,"Romina begins to fall in love with Valentin, a tourist on holiday in Costinesti with plans to become a musician. She helps Valentin to become an artist and, without realizing, he is starting to look a lot like someone from Romina's past.","Comedy, Romance",[],[],2023
Karungaapiyam,7.7,Regina's Umayal Karthika deciding to spend time at a 100-year-old unkempt library in a bid to divert and heal from a heartbreak.,"Horror, Thriller",[],[],2023
 The Flash,5.7,Barry feels guilty for what happened to Caitlin; Mark comes up with a plan that makes everyone skeptical; Red Death looms in Central City and commands that failure is not an option; old friends pay an unexpected visit to S.T.A.R. Labs.,"Action, Adventure, Drama",[],[],2014
 Taaza Khabar,7.8,"Vasya's slum-dog life is an uphill struggle. His only respite, and lady love, is Madhu, a sex worker. One day, his kindness gets rewarded when he receives an old lady's blessings.","Action, Comedy, Drama",[],[],2023
Yaadhum Oore Yaavarum Kelir,9.5,"Punithan has a mysterious charm. He is not a riddle, though he appears to be one. Who is he? Where is he from? Where is he heading to? Why is he here? Answers will arrive only when he breaks his silence.","Action, Drama",[],[],2023
Victim Suspect,6.9,"Young women tell the police they've been sexually assaulted, but instead of finding justice, they're charged with the crime of making a false report, arrested, and even imprisoned by the system they believed would protect them.","Documentary, Crime",[],[],2023
Fired on Mars,6.8,"Jeff Cooper has to reinvent himself after being fired from his position in the space start-up Mars.Iy. With no chance to return to Earth, he has to find again meaning in a dangerous, alien, but familiar corporate landscape.","Animation, Comedy, Sci-Fi",[],[],2023
Manta Manta Zwoter Teil,2.7,"30 years later, Berti and Uschi are divorced, but their son wants to follow in his father's footsteps and become a racing driver.","Action, Comedy",[],[],2023
Snow Falls,2.9,"After a winter storm strands five friends in a remote cabin with no power and little food, disorientation slowly claims their sanity as each of them succumbs to a fear that the snow itself may be contaminated or somehow evil.",Horror,[],[],2023
Sakra,5.8,"When a respected martial artist is accused of killing, he goes around in search of answers about his own mysterious origin story and the unknown enemies working to destroy him.","Action, Adventure",[],[],2023
 Yellowjackets,7.1,"Heavy is the head that wears the antler crown is a lesson you don't learn until much later in life... if you ever even learn it at all. Everything's about to get really wild(erness), and we're so excited (so excited!). Season finale.","Drama, Horror, Mystery",[],[],2021
 The Diplomat,8.3,"At Winfield, President Rayburn's plans in the Gulf have the staff on edge as tensions between a determined Hal and a strong-willed Kate come to a head.","Drama, Thriller",[],[],2023
Siren Survive the Island,8.2,"24 female police officers, firefighters, bodyguards, soldiers, athletes and stuntwomen team up by profession to compete for survival on a remote island.","Game-Show, Reality-TV",[],[],2023
Stan Lee,7.0,100 years of dreaming. 100 years of creating. 100 years of Stan Lee.,"Documentary, Biography",[],[],2023
Nolly,7.4,"Exploring the reign, and fall from grace, of the inimitable British soap star Noele Gordon.","Biography, Drama",[],[],2023
 From,7.9,"A tense night in the diner as the residents and newcomers wait for sunrise; fear permeates the wreckage beneath the Matthews house, as Jim and Tom struggle to keep a panicked bus passenger quiet.","Drama, Horror, Mystery",[],[],2022
 Boruto Naruto Next Generations,9.5,"Momoshiki takes control of Boruto. He attempts to eliminate Code, but when Naruto and Shikamaru arrive to the scene, he decides to take revenge on Naruto. Fearful for Naruto's life, Kawaki steps into battle and a power awakens in him.","Animation, Action, Adventure",[],[],2017
How to Get Rich,6.3,Money holds power over us - but it doesn't have to. Finance expert Ramit Sethi works with people across the US to help them achieve their richest lives.,Documentary,[],[],2023
 Shrinking,8.1,Jimmy attempts damage control after his party. Paul's daughter pays another visit. Liz and Sean discover they have something in common.,"Comedy, Drama",[],[],2023
 The Diplomat,7.8,"As new details about the bombing emerge, Kate struggles to see eye-to-eye with Hal. Prime Minister Trowbridge's fiery remarks at a funeral cause a stir.","Drama, Thriller",[],[],2023
The Quest for Tom Sawyer s Gold,4.3,A risk-averse English teacher is forced to face her greatest fears when several of her students venture alone into the southern wilderness in search of Tom Sawyer's long lost gold.,"Adventure, Family",[],[],2023
Justice League x RWBY Super Heroes and Huntsmen Part One,5.5,"Superman, Batman, Wonder Woman, Flash, Cyborg, Green Lantern and Vixen are transported to the strange world of Remnant and find themselves turned into teenagers. Meanwhile, Remnant heroes ...                See full summary »","Animation, Action, Adventure",[],[],2023
Last King of the Cross,7.3,It follows two brothers: Sam and John Ibrahim. They organize the street but lose each other in their ascent to power.,Drama,[],[],2023
Bakasuran,6.3,"It centers on cyber harassment, and the importance of parents being made aware of their children's problems.",Action,[],[],2023
 The Flash,6.1,Barry recruits an unlikely team of allies to steal a valuable piece of equipment before the new Rogues can.,"Action, Adventure, Drama",[],[],2014
 Yellowjackets,7.3,The girls experience an unusual hangover. Shauna learns the thrill of peer-to-peer car rentals. Natalie audits Lottie's class in emotional apiology. Misty hits the high seas - and the Yellowjackets throw a baby shower like no other.,"Drama, Horror, Mystery",[],[],2021
My Apologies,4.4,"Erkin, in his mid-30s, lives alone and is a lighthouse keeper. One day, Erkin, who is dealing with loan debts, receives the news of his grandfather's death, who lives in a nursing home. He ...                See full summary »",Comedy,[],[],2023
IPL It s Pure Love ,8.7,Add a Plot,Drama,[],[],2023
 Daisy Jones The Six,9.2,"In what will become their final performance, Daisy Jones and The Six perform to a sold-out crowd at Soldier Field in Chicago, Illinois. This is the story of that fateful day - and how their lives were forever changed as a result.","Drama, Music, Romance",[],[],2023
 Yellowjackets,8.0,"Trapped inside on a snow day, the Yellowjackets revisit the highlights, humiliations and traumas of Health Class. Tai and Van help each other rewind, while Misty explores joining a classic Cosmic American tribute band.","Drama, Horror, Mystery",[],[],2021
Dooradarshana,9.5,The narration of this subject deals with 1980's era with a beauty of the environment particularly from 1986 to 1987 time period and the realistic current affairs are shown with exact ...                See full summary »,"Comedy, Drama, Family",[],[],2023
 My Hero Academia,9.3,"As Deku tries to run away, Class A draws him back by recounting their memories with him and reminding him of his own words.","Animation, Action, Adventure",[],[],2016
 It s Always Sunny in Philadelphia,8.3,"Dennis and Mac get into inflatable furniture to deal with the economy's inflation, while Dee tries to find a place to crash after being evicted by her greedy landlord and Charlie wants to pitch Frank his crypto/online investment idea.",Comedy,[],[],2005
 Love Death,8.2,"After detectives intensify their questioning, Candy retains Don Crowder as her attorney. Later, Allan admits his affair to Betty's relatives, and Pat becomes frustrated over being kept in the dark about the case.","Biography, Crime, Drama",[],[],2023
 From,5.7,"Sara must face the music, as word of her return spreads through town; Victor and Jade strike an unlikely bargain.","Drama, Horror, Mystery",[],[],2022
Shatranj,5.9,A men whose wife not ready to accept him has a husband despite of the fact that everyone else was telling that he is her husband.,Thriller,[],[],2023
 Kaleidoscope,7.0,The team sets their intricate plan into motion amid news of a hurricane approaching the city. A paranoid Roger deals with a threat. The FBI gets a tip.,"Action, Crime, Drama",[],[],2023
English Manja,9.1,A man who has a keen interest in crime stories comes in contact with rowdies and drifts towards a life of crime. What happens next?,Crime,[],[],2023
Anantha,8.9,Prof. Radesh's farewell party becomes a mysterious interrogation after he reveals that he has a longer and way stranger past.,Adventure,[],[],2023
 The Legend of Vox Machina,8.7,"The intrepid heroes, Vox Machina, find themselves facing the unexpected consequences of their defeat of the ancient blue dragon, Brimscythe. They are challenged to gather the tools and allies they need to meet this new threat.","Animation, Action, Adventure",[],[],2022
The Subtle Art of Not Giving a F ck,5.9,"The film will explore society's obsessions with the pursuit of happiness and will be presented by Mark Manson alongside Disappointment Panda, a character from the book whose superpower is to tell people the harsh truth.",Documentary,[],[],2023
Raaj Kahani,7.9,Add a Plot,Romance,[],[],2023
 Citadel,6.8,"In the epic conclusion to the season, with one of their own being held hostage by Manticore, Kyle, Nadia and Carter risk everything to save them and thwart Manticore's plans to acquire nuclear weapons.","Action, Drama, Thriller",[],[],2023
 Lockwood Co ,7.4,"After an abrupt end to her ghost-hunting training, Lucy Carlyle flees to London - where she meets two teens who run a paranormal investigative agency.","Action, Adventure, Drama",[],[],2023
Agent,4.3,"A spy with a mysterious past, who is on a mission to uncover the truth about a dangerous terrorist organization.","Action, Mystery, Thriller",[],[],2023
 Boruto Naruto Next Generations,9.4,Boruto makes the ultimate sacrifice to prevent Momoshiki from completely taking over his consciousness.,"Animation, Action, Adventure",[],[],2017
 Star Wars Visions,7.1,"An alien child who longs to sing is raised by her loving, but stern father to stay quiet because of the calamitous effect her voice has on the crystals in the nearby mines.","Animation, Action, Adventure",[],[],2021
 The Legend of Vox Machina,8.8,"Set upon retrieving a Vestige of Divergence hinted by the Sphinx, Vox Machina finds themselves at a lake. With the help of The Take, they uncover a temple filled with traps, enemies and a deadly sarcofage.","Animation, Action, Adventure",[],[],2022
 Kaleidoscope,6.7,"Weeks before the heist, the squad hits a few obstacles as the FBI closes in on Ava and Bob copes with an injury. Agent Nazan seizes an opportunity.","Action, Crime, Drama",[],[],2023
Satyam Vadha Dharmam Chera,7.7,Add a Plot,Drama,[],[],2023
 Manifest,9.0,"The Death Date has arrived. As tensions erupt and revelations emerge, the passengers of Flight 828 reunite and face the unknown together.","Drama, Mystery, Sci-Fi",[],[],2018
 The Flash,6.0,"The Flash is forced to make an impossible choice; with the power out in the city, Team Flash calls upon the Rogue Squad to help; Iris is visited by an old friend; Joe and Cecile work on finding a balance.","Action, Adventure, Drama",[],[],2014
 Kaleidoscope,7.0,"A master criminal and his crew hatch an elaborate scheme to break into a secure vault, but are forced to pivot when things don't go according to plan.","Action, Crime, Drama",[],[],2023
 Citadel,6.6,"After the shocking revelation of Abby's former identity, we learn of the past entanglements between Mason, Nadia and Celeste, and a horrific decision that reverberates still today. ...                See full summary »","Action, Drama, Thriller",[],[],2023
Emergency NYC,8.3,This gripping docuseries follows New York City's frontline medical professionals as they balance the intensity of their work with their personal lives.,Documentary,[],[],2023
Yaaran Diyan Poun Baaran,8.3,"A rib tickling comedy that takes you on an exciting journey of college life, friendships and young love.",Comedy,[],[],2023
 Yellowjackets,7.9,"Rise and shine and don't forget your booties because it's coooold out there. Misty makes a leap of faith, Natalie and Lottie play a game, Shauna finds herself unexpectedly randy, and Tai seeks out a movie recommendation.","Drama, Horror, Mystery",[],[],2021
 Hunters,8.5,"As Jonah attempts to smuggle the greatest evil out of Argentina to meet justice, we travel back in time to war-torn Germany to the home of a peculiar old couple whose story has reverberations for Jonah's success or failure.","Crime, Drama, Mystery",[],[],2020
Making of the Meme King,1.3,Follows Ryan Cohen's Rise from High School Graduate to Influential Force Behind the infamous GameStop Meme-Stock Phenomenon that exposed the need for market reform to protect retail investors from predatory shorting and corporate sabotage.,"Documentary, Fantasy, Horror",[],[],2023
Marc Maron From Bleak to Dark,7.1,"Follows the funny and fearless Marc Maron over the course of an exhilarating and deeply personal hour, exploring universal topics such as old age, antisemitism, faith.","Documentary, Comedy",[],[],2023
Grandhalayam,8.1,Add a Plot,Mystery,[],[],2023
A Guilty Conscience,7.3,"After his negligence causes an innocent woman to go to jail, a lawyer and his colleagues work to clear her name.","Comedy, Crime, Mystery",[],[],2023
 Shrinking,8.0,Paul and Brian come to Jimmy's aid when Alice starts acting out. Liz and Sean support Gaby by accompanying her to an event.,"Comedy, Drama",[],[],2023
 Shrinking,8.3,"Season finale. As Brian's wedding approaches, Alice takes issue with how Jimmy is living his life. Liz learns a secret.","Comedy, Drama",[],[],2023
Koushika Varma Dhamayanthi,8.7,"Koushik, Kavya Manjari, and Damayanthi are stuck in a love triangle since the previous life. Will Koushik succumb to Damayanthi's charm and break Kavya Manjari's promise or will true love prevail?",Thriller,[],[],2023
 Daisy Jones The Six,7.5,"Daisy Jones is a disaffected teenager amid the Sunset Strip rock scene. Billy Dunne, and his brother form a band with friends, desperate to escape the suburbs. When Billy meets Daisy, her talent and his ambition will change their lives.","Drama, Music, Romance",[],[],2023
 One Piece,8.0,"Queen's unforeseen move stuns everyone on the Performance Floor. And then, he goes on to utilize another special technique which can break every bone in Sanji's body. On the verge of a crisis, Sanji feels something strange again.","Animation, Action, Adventure",[],[],1999
 One Piece,9.5,"Big Mom's strong life force discourages Law and Kid. Law tells Kid that he only has enough energy for one last strike. However, a monster Big Mom summons puts the two in even more of a bind.","Animation, Action, Adventure",[],[],1999
 Citadel,6.4,"Nadia, Kyle and Carter are forced to work together to escape from Manticore and protect the X Case, but suspicion of one of our heroes reaches a boiling point, leading to an explosive reckoning.","Action, Drama, Thriller",[],[],2023
 Kaleidoscope,7.0,"Now in hiding after the heist, the crew faces new struggles. Roger conspires with an unlikely partner. The feds chase a lead in South Carolina.","Action, Crime, Drama",[],[],2023
In Love All Over Again,6.3,"Year 2003, Irene a young film student who is preparing a short film. To star in it, she meets Julio, with whom she quickly falls in love. But time and life take them down other paths, extending to the present.","Comedy, Drama, Romance",[],[],2023
 Fear the Walking Dead,4.9,"After going undercover at PADRE, Morgan and Madison find themselves back at odds trying to do what's best for Mo while struggling to accept their new lives under the watchful eye of PADRE.","Drama, Horror, Sci-Fi",[],[],2015
 The Marvelous Mrs Maisel,8.5,A royal visitor at The Gordon Ford Show gives Midge a chance to shine.,"Comedy, Drama",[],[],2017
Little Dixie,4.9,"Doc facilitates a fragile truce between the Governor and Cartel, trading prosecutorial leniency for finance. With no more truce, Doc is left to fend for himself and protect the one untainted thing in his life: his daughter, Little Dixie.","Action, Crime, Thriller",[],[],2023
Bhari Taraganam,7.7,"""Bhari Taraganam"" is a Telugu film that showcases the importance of acting. The movie narrates four stories that revolve around a father and daughter, husband and wife, a boss and his ...                See full summary »","Comedy, Drama",[],[],2023
The Good Mothers,7.7,Three women who were born into the deadliest and wealthiest of the Italian mafia clans work with a courageous female prosecutor to bring it down from the inside.,"Crime, Drama",[],[],2023
 The Flash,5.7,"Red Death unleashes her plan for total justice, with the aid of as-yet unseen ally.","Action, Adventure, Drama",[],[],2014
Tere Ishq Mein Ghayal,5.6,"Isha is in love with Armaan but they are drawn apart when Veer, his brother enters the picture. Explore a world of love and secrets as the young girl deals with the siblings, who belong to a supernatural species.","Drama, Fantasy, Romance",[],[],2023
Detective Knight Independence,3.4,Detective James Knight's last-minute assignment to the Independence Day shift turns into a race against time to stop an unbalanced EMT worker who's posing as a cop.,"Action, Crime, Thriller",[],[],2023
Kadala Theerada Bhargava,8.8,Add a Plot,Thriller,[],[],2023
 Rabbit Hole,7.9,"After what appears to be another successful day on the job, John Weir's world is blown to pieces.","Action, Drama, Thriller",[],[],2023
The Hunt for Raoul Moat,6.9,Follows the police operation in 2010 to apprehend fugitive Raoul Moat. He went to Northumbria after killing one person and wounding two others.,"Crime, Drama",[],[],2023
Fuleku,9.8,"The biggest toy trader in Gujarat, suddenly finds himself in huge debt during the pandemic. Their house gets raided by the income tax. What they find turns the lives of the family in a new way.","Comedy, Drama",[],[],2023
 From,6.9,Kenny and Ellis make a grisly discovery out in the forest; Boyd struggles with the reality of what's happening to him.,"Drama, Horror, Mystery",[],[],2022
 The Flash,6.5,Iris is alarmed by Barry's disappearance and Cecile assures her everything will be OK; Team Flash is affected by a mysterious substance; Khione develops a better understanding of what she can and cannot control.,"Action, Adventure, Drama",[],[],2014
 Yellowjackets,7.6,"Relive your youth by hitting the road! Go on vacation with a new friend! Hitchhike, if you must! Just make sure you pack a good playlist for the ride. Some recommendations from us: ""Anything You Can Do"" and ""You Get What You Give"".","Drama, Horror, Mystery",[],[],2021
Lakadbaggha,6.5,"An animal loving vigilante Arjun Bakshi, unearths the fact that an underground illegal animal trade cell functions from Kolkata port. On investigating he chances upon a rare species of the Indian Striped Hyena (Lakadbaggha).","Action, Comedy, Crime",[],[],2023
Wanted Dead,5.6,Lieutenant Hannah Stone is given a second chance in the world to serve as a leader of a zombie unit.,"Action, Sci-Fi",[],[],2023
 Velma,3.1,"Velma is forced to live a lie with Norville in the 72 hours she has to identify the serial killer, while Daphne and Fred concoct their own story to get back in with the Brains.","Animation, Adventure, Comedy",[],[],2023
Jehanabad Of Love War,6.7,"A small town in Bihar, where innocent love and anarchy of the land are brewing parallelly and bound to collide.","Crime, Drama",[],[],2023
Take a Chance,7.1,"Gert van der Graaf, an infamous stalker who reveals how his childhood crush on Abba superstar Agnetha Fältskog turned into an obsession that shaped the rest of his life, thus showing how compulsive fandom can become criminal obsession.","Documentary, Drama",[],[],2023
 Love Death,8.1,"1980. As the trial gets underway, Allan's testimony about Betty's state of mind rankles her father, while Candy gets a visit from an incensed Pastor Jackie.","Biography, Crime, Drama",[],[],2023
English Manju,8.6,The protagonist of the film has a keen interest in crime stories. So much so that he comes in contact with some rowdies in college and drifts towards a life of crime and rowdyism. What happens next forms the crux of the story.,"Crime, Drama, Romance",[],[],2023
Eva Lasting,8.0,"A mysterious teen girl arrives at an all-boys school in 1970s Colombia, breaking stereotypes, rules - and a few hearts.","Drama, Romance",[],[],2023
Shooting Stars,6.5,A look at the young life of basketball star LeBron James. Feature film adaptation of LeBron James and Buzz Bissinger's book 'Shooting Stars'.,"Biography, Drama, History",[],[],2023
Suvarna Sundari,8.0,"Revolves around a fabled Trinethri Idol, and how it affects several lives in the course of its journey from the 15th century to modern times.","Drama, Horror, Thriller",[],[],2023
 The Marvelous Mrs Maisel,7.6,Susie ropes Midge into performing in an industrial musical.,"Comedy, Drama",[],[],2017
Haseena,8.6,"Five orphanages after getting well settled in life, gets involved into a mysterious event. They don't know how many more twists and turns are upcoming in their lifes.","Drama, Thriller",[],[],2023
 Carnival Row,7.5,Lovers Philo and Vignette risk their lives to help the oppressed Faefolk of Carnival Row.,"Crime, Drama, Fantasy",[],[],2019
Weekend Party,8.0,Add a Plot,"Crime, Romance, Thriller",[],[],2023
Chaos,8.2,Chaos is a story of a medical student who is stuck in a murder case. Can he figure out who committed the murder?,"Action, Mystery, Thriller",[],[],2023
La Vaste,7.7,"A man who has done B.Tech, gets the job of lifting unclaimed dead bodies in the name of job.A unique tale depicting the untold tragedy of unclaimed dead bodies in our society.",Thriller,[],[],2023
Neelavelicham,6.2,"A young, enthusiastic and free-spirited writer arrives to stay in a desolate mansion, rumored to be haunted by the apparition of a young woman who committed suicide when she was betrayed in love.","Drama, Horror, Romance",[],[],2023
 Yellowjackets,7.3,"Sometimes the best therapy is cranking the hits to eleven, so today we're exploring the hardcore kid-care revival movement, 11 o'clock theatrical birdcore numbers, some late hits of the ...                See full summary »","Drama, Horror, Mystery",[],[],2021
Monique Olivier Accessory to Evil,6.7,"From 1987 to 2003, Michel Fourniret cemented his legacy as France’s most infamous murderer. But his wife was an enigma: Was she a pawn or a participant?","Documentary, Crime",[],[],2023
 Outer Banks,7.4,"An unexpected rescuer takes the Pogues from remote island to Barbados, where they encounter a powerful treasure hunter with his own agenda","Action, Crime, Drama",[],[],2020
Barracuda Queens,6.3,It tells the story of a group of young women who carry out burglaries to liberate themselves from the expectations on women.,"Crime, Drama, Thriller",[],[],2023
Yaanai Mugathaan,6.7,"An autorickshaw driver is an ardent devotee of Lord Vinayagar. While he is an extremely religious person, he is unscrupulous in his day-to-day life. One day he finds he can't see his favourite god anymore.",Fantasy,[],[],2023
 Yellowjackets,8.0,"Shhh, it's only going to get worse from here. Despite the whole ""winter never's gonna end"" thing, the 1996 New Jersey state girls soccer champions decide to start their spring training ...                See full summary »","Drama, Horror, Mystery",[],[],2021
Adavi Donga,8.8,"ADAVI DONGA DEPICTS THE STRUGGLES AND THE WOREST LIFE OF LABOURS WHO WENT FOR CUTING RED SANDAL WOOD, WHICH OCCURED NEAR DEVARA KONDA OF SESHACHALAMFOREST. SHIVA [HERO] LEADER OF RED SANDAL...                See full summary »","Action, Thriller",[],[],2023
 Outer Banks,8.5,"The Pogues' search for El Dorado brings them deep into the jungle, where John B and Sarah face the ultimate test of their courage and family bonds.","Action, Crime, Drama",[],[],2020
 Carnival Row,6.7,"The Carnival Row turns into a terrifying battleground. Vignette ditches the New Dawn for Tourmaline. Philo gives death a slip on several occasions, but he might soon run out of fortune.","Crime, Drama, Fantasy",[],[],2019
 Kaleidoscope,7.1,Tensions run high when the crew regroups after the heist and questions what went wrong -- and who to trust. FBI agent Nazan makes a shocking discovery.,"Action, Crime, Drama",[],[],2023
 Shrinking,8.2,Jimmy encourages an ambivalent Paul to accept a career achievement award. Sean approaches Liz with a business proposal.,"Comedy, Drama",[],[],2023
Rafta Rafta,7.4,A modern young couple finds themselves slowly learning about each other as they learn more about themselves.,"Comedy, Romance",[],[],2023
Marvel s Moon Girl and Devil Dinosaur,7.8,"After 13-year-old super-genius Lunella accidentally brings ten-ton T-Rex, Devil Dinosaur into present-day New York City via a time vortex, the duo works together to protect the city's Lower East Side from danger.","Animation, Action, Adventure",[],[],2023
Magale,8.7,A possessive daughter cannot come into terms when her uncaring Mom tries to get back together with her father resulting in unexpected situations and trouble for the father-Daughter duo,"Drama, Family, Thriller",[],[],2023
